player_name,player_id,total_goals,total_assists,total_minutes_played,goals_per_90
Duvan Lerma,P00526,0,1,1604,0.0
Eden Dendoncker,P00159,0,1,1459,0.0
Edinson Gimenez,P00574,0,0,934,0.0
Edinson Nandez,P00577,0,1,1988,0.0
Eduardo Sissoko,P00008,0,1,1449,0.0
Ehsan Gholizadeh,P00867,0,0,1473,0.0
Eldor Hamrobekov,P00966,0,1,1273,0.0
Eldor Rashidov,P00963,0,0,1203,0.0
Omar Elsaid,P01201,0,1,1554,0.0
Omar Hegazi,P01198,0,1,1349,0.0
Otabek Nasrullaev,P00965,0,0,1072,0.0
Ousmane Hernandez,P00003,0,0,922,0.0
Ousmane Upamecano,P00006,0,0,1372,0.0
Paolo Carrillo,P00628,0,0,1354,0.0
Paolo Flores,P00637,0,3,1852,0.0
Paolo Lapadula,P00625,0,0,876,0.0
Pape Gomis,P01023,0,1,1562,0.0
Paulo Albornoz,P00557,0,1,1036,0.0
Pedro Callens,P00630,0,2,1811,0.0
Pedro Cueva,P00627,0,0,1388,0.0
Pedro Garcia,P00639,0,4,1704,0.0
Pedro Gavi,P00053,0,0,814,0.0
Pepe Carvalho,P00194,0,2,2141,0.0
Percy Zwane,P01223,0,2,1146,0.0
Pervis Gruezo,P00604,0,1,1503,0.0
Pervis Palacios,P00613,0,2,2055,0.0
Pervis Preciado,P00601,0,2,1532,0.0
Phil Rashford,P00081,0,2,472,0.0
Phil Walker,P00084,0,1,1582,0.0
Pierre-Emile Christensen,P00262,0,0,900,0.0
Piotr Glik,P00340,0,1,1405,0.0
Radamel Cuesta,P00530,0,0,1628,0.0
Dejan Augustinsson,P00368,0,1,1638,0.0
Dejan Isak,P00365,0,1,880,0.0
Denzel Malen,P00140,0,2,1366,0.0
Diego Molina,P00617,0,1,1661,0.0
Diego Pacho,P00608,0,2,1540,0.0
Diogo Eustaquio,P00199,0,3,1561,0.0
Diogo Semedo,P00190,0,1,1448,0.0
Dominik Juranovic,P00217,0,6,1884,0.0
Dostonbek Abdurakhmanov,P00970,0,2,1648,0.0
Dusan Mitrovic,P00287,0,0,924,0.0
Ramin Moharrami,P00870,0,0,1186,0.0
Randal Diarra,P00011,0,0,1358,0.0
Rasmus Laursen,P00278,0,8,2020,0.0
Raul Lainez,P00679,0,0,1263,0.0
Jackson Duke,P00913,0,0,1115,0.0
Liam Turnbull,P00451,0,0,1906,0.0
Lionel Alvarez,P00495,0,1,966,0.0
Lionel Martinez,P00498,0,1,1546,0.0
Lorenzo Frascati,P00114,0,3,2109,0.0
Luis Cavani,P00573,0,0,840,0.0
Luis Rodriguez,P00521,0,0,1328,0.0
Luka Kovacic,P00209,0,2,1436,0.0
Luka Vlasic,P00212,0,2,2397,0.0
Hector Vasquez,P00688,0,0,1407,0.0
Hee-chan Hwang,P00834,0,0,762,0.0
Hee-chan Hwang,P00837,0,1,1189,0.0
Osman Mensah,P01104,0,1,1983,0.0
Hidajat Noorollahi,P00866,0,1,1233,0.0
Hirving Alvarez,P00678,0,0,869,0.0
Houssem Belkebla,P01178,0,1,1552,0.0
Hwang Oh,P00841,0,3,1154,0.0
Ibrahim Daoud,P00994,0,1,1421,0.0
Ibrahim Mhawi,P00991,0,0,1131,0.0
Remo Jashari,P00245,0,1,1631,0.0
Remo Shaqiri,P00254,0,1,1282,0.0
Ricardo Kobal,P00251,0,0,1104,0.0
Richie Bomba,P00714,0,0,1917,0.0
Riyad Bennacer,P01171,0,0,893,0.0
Riyad Bensebaini,P01174,0,0,1522,0.0
Cristiano Fernandes,P00183,0,0,1039,0.0
Cristiano Jota,P00186,0,0,1972,0.0
Cyle Borjan,P00708,0,1,1983,0.0
Cyle Buchanan,P00705,0,0,1554,0.0
Daichi Doan,P00810,0,0,1188,0.0
Daichi Kubo,P00807,0,0,755,0.0
Daley Berghuis,P00137,0,2,1909,0.0
Daniel Lens,P01103,0,2,1678,0.0
David Laimer,P00316,0,1,1451,0.0
David Sabitzer,P00313,0,1,661,0.0
Davinson Borja,P00528,0,0,1365,0.0
Robert Krychowiak,P00342,0,3,1420,0.0
Robert Zielinski,P00339,0,0,799,0.0
Robin Björkman,P00372,0,2,1517,0.0
Rodri Fati,P00055,0,0,1278,0.0
Rodri Laporte,P00058,0,3,1993,0.0
Rodrigo Lo Celso,P00501,0,1,1212,0.0
Rodrigo Olivera,P00582,0,0,1314,0.0
Rodrygo Costa,P00483,0,2,1718,0.0
Rodrygo Fabinho,P00474,0,0,1690,0.0
Rodrygo Paqueta,P00471,0,2,1184,0.0
Romain Amrabat,P01042,0,0,1346,0.0
Juan Quintero,P00529,0,1,1781,0.0
Romelu Courtois,P00158,0,0,1182,0.0
Romelu Witsel,P00161,0,1,2321,0.0
Ronald Haxiel,P00740,0,1,1565,0.0
Casemiro Carvalho,P00485,0,1,1461,0.0
Celso Zuniga,P00744,0,4,1541,0.0
Jude Saka,P00080,0,0,1268,0.0
Cengiz Soyuncu,P00392,0,0,1567,0.0
Cesar Rojas,P00791,0,2,1656,0.0
Christian Hojbjerg,P00261,0,0,1302,0.0
Christian McKennie,P00651,0,0,919,0.0
Christian Valera,P00633,0,1,1492,0.0
Ciro Spinazzola,P00113,0,1,2177,0.0
Cody Blind,P00132,0,1,1426,0.0
Julian De Paul,P00496,0,0,669,0.0
Julian Dybala,P00508,0,6,988,0.0
Julian Paredes,P00499,0,1,1106,0.0
Ruben Inacio,P00193,0,0,1490,0.0
Ruslan Bondarenko,P00434,0,3,1478,0.0
Hee-chan Kwon,P00846,0,2,1181,0.0
Jasurbek Alijanov,P00974,0,0,2215,0.0
Jean Ondoa,P01128,0,0,1829,0.0
Jefferson Chara,P00531,0,0,2044,0.0
Jesus Alvarez,P00701,0,4,1218,0.0
Jesus Gutierrez,P00684,0,1,1303,0.0
Kyle Gallagher,P00090,0,0,1672,0.0
Kylian Camavinga,P00004,0,0,1299,0.0
Kylian Griezmann,P00001,0,0,953,0.0
Lautaro Tagliafico,P00502,0,1,1001,0.0
Lazar Grujic,P00305,0,1,1605,0.0
Leander Vanheusden,P00174,0,2,1347,0.0
Leon Antonio,P00755,0,0,1919,0.0
Junya Furuhashi,P00815,0,2,1386,0.0
Leroy Schlotterbeck,P00029,0,0,1222,0.0
Kai Can,P00042,0,3,1462,0.0
Inaki Seidu,P01101,0,2,1803,0.0
Ismael Brahim,P01184,0,1,1410,0.0
Ismael Brahimi,P01172,0,1,1215,0.0
Ismaila Koulibaly,P01034,0,2,1568,0.0
Ivan Gvardiol,P00214,0,2,1828,0.0
Ivan Kramaric,P00211,0,0,594,0.0
Jackson Baccus,P00916,0,1,1291,0.0
Sadio Diatta,P01018,0,1,1166,0.0
Sadio Koulibaly,P01015,0,0,495,0.0
Saleh Al-Abdulkarim,P00899,0,1,1681,0.0
Saleh Al-Ghamdi,P00890,0,0,1735,0.0
Saleh Al-Otaibi,P00887,0,0,1460,0.0
Salem Al-Buraikan,P00885,0,1,1291,0.0
Sam Hoilett,P00712,0,0,1748,0.0
Samuel Choupo-Moting,P01119,0,1,975,0.0
Kalidou Mendy,P01016,0,0,1558,0.0
Kamaldeen Barnieh,P01100,0,3,1536,0.0
Brenden Pepi,P00661,0,0,1369,0.0
Bruno Cancelo,P00187,0,1,2045,0.0
Bruno Leao,P00184,0,0,991,0.0
Bruno Lima,P00480,0,0,1473,0.0
Bryan Duarte,P00731,0,1,509,0.0
Bryan Matarrita,P00734,0,2,1522,0.0
Caglar Abdul,P00406,0,6,1903,0.0
Calvin Sanusi,P01075,0,1,1166,0.0
Samuel Iwobi,P01068,0,0,1256,0.0
Samuel Simon,P01071,0,1,1293,0.0
Santiago Araujo,P00689,0,2,1800,0.0
Santiago Lozano,P00677,0,0,1130,0.0
Sardar Ghoddos,P00860,0,0,612,0.0
Sardor Kobilov,P00964,0,0,1027,0.0
Sardor Zakirov,P00967,0,1,1454,0.0
Kaoru Kamada,P00809,0,0,763,0.0
Scott McGregor,P00444,0,1,1217,0.0
Sebastian Angulo,P00607,0,1,2424,0.0
Sebastian Nunez,P00581,0,1,1675,0.0
Arturo Brereton,P00548,0,1,1068,0.0
Aurelien Thuram,P00016,0,2,1086,0.0
Awer Tilio,P00920,0,2,1509,0.0
Axel Bakayoko,P00166,0,1,1809,0.0
Ayase Suzuki,P00817,0,1,1606,0.0
Aymen Adnan,P00990,0,0,851,0.0
Aymen Attwan,P00993,0,0,1838,0.0
Aymeric Yamal,P00064,0,1,1358,0.0
Azzedine Riad,P01052,0,1,2255,0.0
Ben Sierralta,P00553,0,3,1240,0.0
Bernardo Conceicao,P00197,0,1,1606,0.0
Bernardo Felix,P00185,0,1,1180,0.0
Bobby Hector,P00757,0,0,892,0.0
Almoez Boudiaf,P00938,0,0,1717,0.0
Sergej Milenkovic,P00293,0,0,1441,0.0
Seung-gyu Lee,P00844,0,2,1403,0.0
Simon Poulsen,P00275,0,4,1464,0.0
Simon Wind,P00263,0,0,1072,0.0
Sofiane Mandrea,P01173,0,0,959,0.0
Sofyan Hakimi,P01047,0,1,1743,0.0
Son Hwang,P00833,0,1,1029,0.0
Sphephelo Mbatha,P01241,0,5,1545,0.0
Angel Plata,P00605,0,3,1820,0.0
Anibal Barcenas,P00784,0,2,1513,0.0
Anibal Rodriguez,P00781,0,0,1131,0.0
Jordan Kasim,P01107,0,0,1824,0.0
Ante Budimir,P00220,0,1,2346,0.0
Antoine Kounde,P00005,0,2,1298,0.0
Antoine Saliba,P00014,0,7,1034,0.0
Antoine Tchouameni,P00002,0,0,830,0.0
Antonio Fulle,P00043,0,2,841,0.0
Ao Shiotani,P00825,0,0,1051,0.0
Arkadiusz Dawidowicz,P00345,0,2,1201,0.0
Armando Cummings,P00789,0,1,1852,0.0
Artem Lunin,P00424,0,0,1407,0.0
Arturo Aranguiz,P00551,0,0,1152,0.0
Mehdi Azmoun,P00859,0,0,1505,0.0
Stephan Guglielmo,P00115,0,1,1941,0.0
Stephen Miller,P00709,0,4,1725,0.0
Strahinja Ristic,P00297,0,2,1610,0.0
Stuart Hendry,P00449,0,0,1947,0.0
Alireza Hosseini,P00861,0,0,839,0.0
Karl Kristoffersen,P00375,0,0,1688,0.0
Karl Mbeumo,P01126,0,2,1446,0.0
Kasper Hojbjerg,P00280,0,5,1931,0.0
Kevin Lukaku,P00157,0,0,1281,0.0
Andrija Gudelj,P00298,0,1,1305,0.0
Keylor Calvo,P00732,0,0,2003,0.0
Keylor Campbell,P00729,0,0,1165,0.0
Konrad Bardi,P00328,0,1,814,0.0
Joel Borges,P00730,0,2,1986,0.0
Joel Oviedo,P00733,0,0,1525,0.0
John Bellingham,P00098,0,4,1821,0.0
John Gilmour,P00445,0,1,1086,0.0
John Hanley,P00448,0,0,2100,0.0
Jonathan Adekugbe,P00707,0,2,1918,0.0
Jonathan Eustaquio,P00704,0,0,1079,0.0
Yasser Al-Owais,P00891,0,1,1672,0.0
Jordan Williams,P01095,0,0,1306,0.0
Jose Davis,P00782,0,0,1312,0.0
Jaloliddin Tursunov,P00969,0,0,1187,0.0
Jamal Goretzka,P00031,0,0,1267,0.0
Jamal Havertz,P00028,0,0,777,0.0
James Mina,P00522,0,0,1127,0.0
Jan Milik,P00341,0,0,899,0.0
Stuart Shankland,P00458,0,3,1859,0.0
Sultan Al-Mousa,P00896,0,0,2130,0.0
Takefusa Endo,P00808,0,0,1221,0.0
Takefusa Tanaka,P00811,0,2,1501,0.0
Teboho Maela,P01229,0,0,1450,0.0
Teun Gakpo,P00150,0,3,1543,0.0
Thomas Ayew,P01094,0,0,1074,0.0
Themba Mdantsane,P01236,0,0,1220,0.0
Themba Mokoena,P01224,0,1,728,0.0
Theo Hernandez,P00026,0,1,1210,0.0
Andre Anguissa,P01121,0,0,1007,0.0
Andre Kudus,P01099,0,0,1586,0.0
Andreas Lindstrom,P00267,0,1,1806,0.0
Andreas Vestergaard,P00276,0,1,1186,0.0
Xherdan Fernandes,P00239,0,1,1320,0.0
Andrew McTominay,P00443,0,1,1322,0.0
Youssef Skhiri,P01146,0,0,1504,0.0
Andriy Dovbyk,P00420,0,0,1313,0.0
Andriy Zinchenko,P00417,0,0,1319,0.0
Ahmed Al-Dosari,P00946,0,1,2428,0.0
Angel Gonzalez,P00503,0,3,1076,0.0
Ali Dhaouadi,P01150,0,0,1457,0.0
Ali Mohanad,P00995,0,2,1657,0.0
Ali Talbi,P01147,0,0,1419,0.0
Youri Chadli,P00164,0,0,1526,0.0
Alireza Shojaei,P00873,0,2,1797,0.0
Alistair Fraser,P00710,0,2,1822,0.0
Achraf Saiss,P01041,0,0,1047,0.0
Abdelaziz Ismaeel,P00945,0,3,1473,0.0
Alexis Vidal,P00547,0,0,1008,0.0
Ali Al-Ghannam,P00895,0,1,1754,0.0
Ali Al-Timimi,P01004,0,3,1413,0.0
Xherdan Sommer,P00236,0,0,652,0.0
Abdallah El-Shenawy,P01208,0,3,1597,0.0
Vinicius Guimaraes,P00473,0,1,1496,0.0
Vinicius Martins,P00470,0,0,1403,0.0
Virgil Weghorst,P00139,0,2,1867,0.0
Wahbi Bronn,P01148,0,1,1897,0.0
Wahbi Msakni,P01145,0,0,671,0.0
Wataru Itakura,P00813,0,2,974,0.0
Wataru Ueda,P00822,0,3,1116,0.0
Weston Adams,P00652,0,0,1090,0.0
Aaron Souttar,P00912,0,0,1242,0.0
Wilfred Iheanacho,P01081,0,5,1575,0.0
Wilfred Okafor,P01069,0,0,899,0.0
Woo-young Ji,P00851,0,3,1169,0.0
Xaver Kofler,P00323,0,0,1001,0.0
Alphonso David,P00703,0,0,964,0.0
Josko Bradaric,P00216,0,0,1910,0.0
